Latitude,Longitude,Platform Num,Road,Routes
172.6647864,-43.5530529,32510,Opawa Rd near Hawford Rd,28
172.5835616,-43.56016847,40853,Halswell Rd near Warren Cres,O
172.6485214,-43.3990139,13979,Main North Rd near Neeves Rd,95|B
172.7162146,-43.4863954,18773,Beach Rd near Effingham St,135|80
172.7177495,-43.55840129,28616,St Andrews Hill Rd near Marama Cres,140
172.7185407,-43.57082962,32151,Major Hornbrook Rd near Rockview Pl,140
172.6994666,-43.30498119,54406,Titiri Moana Drive,95
172.375895,-43.60017967,46198,Rolleston Dr near Renoir Dr,Y
172.641693,-43.498159,36718,Innes Rd near Mahars Rd,44|Or
172.7099603,-43.49502157,39438,Travis Rd,60
172.6528939,-43.53642069,18787,St Asaph St near Phillips St,80
172.5802032,-43.50506753,10656,Guildford St near Wayside Ave,120
172.7481328,-43.55143134,26284,Rocking Horse Rd near Tern St,60
172.57991,-43.562326,54111,Halswell Rd near Augustine Drive,60|O
172.6814275,-43.52235172,18804,Kerrs Rd near Dunarnan St,80
172.5554883,-43.53331483,24036,Middlepark Rd near Takaro Ave,130
172.5070222,-43.54361669,46608,Halswell Junction Rd near Foremans Rd,Y
172.561264,-43.56794398,38121,Dunbars Rd near Lancewood Dr,100
172.393818,-43.609718,51415,Dynes Rd near Springston Rolleston Rd,820
172.5896741,-43.5108285,13086,Clyde Rd near Wai-iti Tce,120
172.6220735,-43.54971664,29124,Selwyn St near Bolton Ave,60
172.665058,-43.466651,54447,Te Korari St near David Palmer St,135
172.5328359,-43.52228606,24674,Masham Rd near Rosella St,125|140
172.577359,-43.540161,50643,Annex Rd near Railway,140
172.63953,-43.531367,53061,Manchester St Super Stop,28|29|44|86|87|95|B|O|Y
172.6844084,-43.29512604,41557,Main Nth Rd near Gressons Rd,95
172.6542083,-43.3891116,53429,Williams near Ohoka,95|B
172.6515298,-43.51840388,20645,Hills Rd near Avalon St,O
172.6469743,-43.54577271,22636,Waltham Rd near Coleridge St,17
172.6270926,-43.5677282,11931,Cashmere Rd near Crichton Tce,B|Or
172.6228131,-43.46012316,15342,Supa Centa,95|B
172.7495841,-43.55491691,26209,Rocking Horse Rd near Petrel Ln,60
172.5549584,-43.53422589,25312,Middlepark Rd near Takaro Ave,130
172.5599172,-43.50452082,13573,Withells Rd near Avonhead Rd,125|P
172.6679007,-43.53722526,18815,Harrow St near Glasgow St,80
172.6015552,-43.52269008,38329,Straven Rd near Rochdale St,100
172.4737791,-43.55369011,25884,Kirk Rd near Railway Tce,Y
172.6486716,-43.40967784,13933,Main North Rd near Wrights Rd,95|B
172.6655383,-43.53630218,18827,Harrow St near Bordesley St,80
172.5924161,-43.48134325,16738,Sawyers Arms Rd,107|28
172.5703453,-43.49031051,16481,Wairakei Rd near Abros Pl,17
172.5069409,-43.54177059,25995,Waterloo Rd near Wilson St,Y
172.6767888,-43.56357034,42107,Port Hills Rd near Curries Rd,28
172.6830398,-43.52022234,18843,Wainoni Rd near Pannell Ave,80
172.7445906,-43.56638743,42549,Main Rd near Moncks Bay Ln,P
172.6045013,-43.51988929,32387,Fendalton Rd near Jacksons Rd,29
172.7468144,-43.54851394,26250,Rocking Horse Rd near Plover St,60
172.6661283,-43.32777751,15077,Woodend (Main North Rd),95
172.6515627,-43.50987939,20134,Hills Rd near Warden St,O
172.6791899,-43.52896678,18862,Buckleys Rd and Dacre St,155|80|Or|Y
172.7176212,-43.55923968,30730,St Andrews Hill Rd near Major Hornbrook Rd,140
172.612357,-43.56368799,43378,Sparks Rd near Waimokihi Pl,60
172.5953414,-43.48205837,19094,Veitches Rd near Kimberley St,107
172.6865369,-43.5512763,43418,Ferry Rd near Rutherford St,P
172.5710314,-43.51695614,10026,Maidstone Rd,P
172.5991,-43.326731,53320,Southbrook Flaxton Rd,B
172.673688,-43.525252,51072,Woodham Rd near Ngarimu St,Or
172.5878874,-43.50714943,10850,Clyde Rd near Aorangi Rd,120
172.5251536,-43.53100412,14608,Manurere St near Tauiwi Cres,130
172.6148739,-43.56589269,11223,Lyttelton St near Conway St,Or
172.6276329,-43.45222241,12372,Main North Rd near Swift St,95|B
172.5975146,-43.55193638,43473,Lincoln Rd near Sylvan St,O
172.5905312,-43.51310643,10602,Clyde Rd near Jeffreys Rd,120
172.6640861,-43.36979097,42260,Main North Rd near Williams St,95
172.6955438,-43.48012646,12393,Mairehau Rd near Royal Pk Dr,135|O
172.5681575,-43.51693019,10536,Maidstone Rd near Solway Ave,P
172.577883,-43.540405,50658,Annex Rd near Railway,140
172.6111048,-43.55047131,11473,Barrington St near Hammond Pl,Or
172.5866256,-43.4997171,40807,Wairakei Rd near Greers Rd,17
172.5676184,-43.5169987,10003,Maidstone Rd near Hounslow St,P
172.7243386,-43.49070034,21935,Effingham St near Marine Pde,135
172.6042156,-43.58021032,33485,Sedgwick Wy near Woodside Com,45
172.6116361,-43.57044068,11867,Hoon Hay Rd near Barossa Ln,45|Or
172.6023009,-43.53208098,47440,Clarence St near Dilworth St,120|Or
172.6578281,-43.54967816,32957,Opawa Rd near Manatu Ln,28
172.5326919,-43.55144587,38197,Amyes Rd near Trevor St,125
172.7045876,-43.50505532,18870,Wainoni Rd near Hampshire St,80
172.646048,-43.52011063,24418,Barbadoes St near Bealey Ave,44
172.7119494,-43.49533628,39455,Rookwood Ave,60
172.365767,-43.607852,52825,East Maddisons Rd near Lowes Rd,Y
172.547382,-43.578615,51443,Caulfield Ave & Gosling Cres,O
172.372688,-43.59925566,45994,Rolleston Dr near Othello Dr,Y
172.5852163,-43.56549398,12682,Hendersons Rd near Rowley Ave,60
172.5797775,-43.5194605,13946,Creyke Rd,100|130
172.6111295,-43.50045321,15414,Papanui Rd near Blighs Rd,95|B
172.5381333,-43.55400162,38166,Awatea Rd near Awatea Gdns,125
172.6367305,-43.53853257,14151,Smiths City (Southbound),28|45|B
172.5515326,-43.50883514,10354,Merrin St near Hawthornden Rd,130
172.7229069,-43.50886795,18901,Seaview Rd,Y
172.7559469,-43.56607953,30619,Main Rd near Marriner St,P
172.764917,-43.57290047,30626,Nayland St near Menzies St,P
172.6133647,-43.55222154,37600,Barrington St near Bewdley St,120|Or
172.6663311,-43.54293141,32356,Ferry Rd near Aldwins Rd,P
172.6517438,-43.51144451,20451,Hills Rd near Warden St,O
172.6127032,-43.50216456,12960,Papanui Rd near Hawthorne St,95|B
172.655572,-43.53552492,18938,Tuam St near Saxon St,80
172.574496,-43.537863,50662,Hansons Ln near Arthur St,140
172.3800348,-43.59851595,47438,Rolleston Dr near Othello Dr,Y
172.5863248,-43.30629582,43748,White St near Rata St,B
172.5202133,-43.53540388,14133,Manurere St near Wycola Ave,130
172.6629857,-43.53546751,18955,Tuam St near England St,80
172.7194452,-43.50454111,39377,Keyes Rd near Rawson St,60
172.7415703,-43.56502291,42565,Main Rd near Wakatu Ave,P
172.6664642,-43.54177006,36929,Aldwins Rd near Matlock St,140|Or
172.61696,-43.510328,50488,Heaton St - St Georges,100
172.7185413,-43.50169127,39171,Keyes Rd near Sinclair St,60
172.364824,-43.605321,52841,Brookside Rd near East Maddisons Rd,Y
172.5592346,-43.49478447,10982,Sir William Pickering Dr (SB),120
172.6947503,-43.55149248,41127,Delta Wy near Ti Rakau Dr,140
172.6458536,-43.51282951,38505,Barbadoes St near Edgeware Rd,100|44
172.5539228,-43.51615473,10383,Maidstone Rd near Derenzy Pl,P
172.7080812,-43.58206488,42358,Bridle Path Rd near Port Hills Rd,155|28
172.590738,-43.51563479,13072,Clyde Rd near Fendalton Rd,120
172.658711,-43.381859,40174,Kaiapoi (Police Station),95
172.6380315,-43.51300829,29452,Cranford St near Edgeware Rd,28
172.662676,-43.474171,54009,Prestons Rd near Te Korari St,135
172.4763219,-43.55328887,25706,Waterloo Rd near Kissel St,Y
172.582885,-43.543535,50636,Annex Rd near Birmingham Dr,140
172.5817716,-43.50454269,39660,Greers Rd near Clyde Rd,120|Or
172.705332,-43.48145372,20199,Queenspark Dr near Chadbury St,80
172.7078499,-43.48222688,20217,Queenspark Dr near Lamorna Rd,80
172.6177559,-43.46836837,15123,Main North Rd near Cunliffe Rd,95|B
172.6623095,-43.50356679,12258,Marshland Rd near Hammersley Ave,135|60
172.649227,-43.532007,53527,Fitzgerald Ave (Hereford St),60
172.3861115,-43.5941811,17978,Lincoln Rolleston Rd near Rolleston Dr,Y
172.7112183,-43.55735821,28869,Main Rd near Te Awakura Tce,P
172.6069402,-43.53594511,46076,Mandeville St,140
172.5887051,-43.56350574,33213,Mccarthy St near Rowley Ave,60
172.7009068,-43.47974631,20255,Queenspark Dr near Inwoods Rd,80
172.7607378,-43.57670653,42605,Van Asch St near Denman St,P
172.6159796,-43.48659661,12973,Main North Rd near Cranford St,107|125|95|B
172.6236836,-43.54749609,29130,Brougham St near Somerset Cres,120
172.6064122,-43.53240151,45960,Mandeville St near Kyle St,140
172.361145,-43.704607,53884,Irwell,87
172.6276863,-43.47097078,29857,Grimseys Rd near Exton St,125
172.6419475,-43.50118406,24091,Kensington Ave near Westminster St,44
172.7564543,-43.57786345,42646,Wakefield Ave near Duncan St,P
172.6309827,-43.576784,23203,Hackthorne Rd near Dyers Pass Rd,B
172.6369788,-43.55881556,23794,Colombo St near Tennyson St,B
172.5611682,-43.56802761,28306,Dunbars Rd near Hindess St,100
172.681811,-43.480636,53504,Burwood Hospital - Main Entrance,135|O
172.6153518,-43.54156525,47137,Lincoln Rd near Hazeldean Rd,O
172.5312133,-43.53255958,32325,Carmen Rd near Halwyn Dr,125|140
172.5657362,-43.50992899,13616,Grahams Rd near Powell Cres,130
172.6625368,-43.55178448,32974,Opawa Rd near Cholmondeley Ave,28
172.6366433,-43.54888236,23226,Colombo St near Hastings St W,45|B
172.656469,-43.52289503,12420,Stanmore Rd near Alexandra St,60|Or
172.7315609,-43.51315582,26574,Oram Ave near Rodney St,60
172.555326,-43.553062,53464,The Runway near Deal St,100
172.6046335,-43.34935995,54148,Flaxton Rd near Camwell Park,B
172.7209253,-43.56634672,30867,Soleares Ave near Mt Pleasant Rd,140
172.5747519,-43.49994724,13174,Cranbrook Ave near Glencoe St,120
172.7576561,-43.57739944,42755,Duncan St near Truro St,P
172.702113,-43.480365,20303,Queenspark Dr near Inwoods Rd,80
172.5900488,-43.30414885,40055,High St near King St,B
172.6443652,-43.54733321,32770,Brougham St near Brisbane St,28
172.5748816,-43.50901759,17156,Burnside High School,130|29
172.7106958,-43.4960322,20569,Bower Ave near Palmers Rd,80
172.7263865,-43.49485139,18257,Marine Pde near Bowhill Rd,135
172.67511,-43.56173012,42937,Opawa Rd near Brabourne St,28
172.5585846,-43.50657124,13541,Withells Rd near Westall Ln,125|P
172.7109167,-43.49451097,20576,Bower Ave near Saltaire St,80
172.7076091,-43.58478472,45925,Christchurch Gondola,155|28
172.6368079,-43.56025396,23550,Colombo St near Fisher Ave,B
172.589262,-43.4631734,40600,Gardiners Rd near Smacks Cl,107
172.6537416,-43.53912533,53233,Ferry Rd near Lancaster St,P
172.7287903,-43.50134732,12150,Marine Pde near Rawhiti Ave,135
172.6169195,-43.47492151,13470,Main North Rd near Sturrocks Rd,95|B
172.6353359,-43.56698531,23257,Colombo St near Woodbridge Rd,B
172.382169,-43.594479,52697,Tennyson St near Markham Way,820|85
172.6166609,-43.48184295,15106,Main North Rd near Momorangi Cres,125|95|B
172.7112908,-43.49205683,20582,Bower Ave near Dick Taylor Dr,135|80
172.6134222,-43.54269524,28142,Addington Village,120|O
172.6085918,-43.48411158,17403,Northcote Rd near Uxbridge St,107
172.7101414,-43.49974658,20609,Bower Ave near Thurso Pl,80
172.604221,-43.54006105,37539,Whiteleigh Ave near Troup Dr,120|Or
172.606819,-43.473752,40135,Cavendish Rd near Barnes Rd,28
172.6366138,-43.54659897,23392,Sydenham Shops,28|45|B
172.5983598,-43.48171814,19437,Veitches Rd near Larch Pl,107
172.5871027,-43.29304653,44098,Enverton Dr near Kensington Ave,B
172.4743066,-43.5511546,50380,Kissel St near Banks St,Y
172.5842296,-43.51485702,17160,Memorial Ave near Chilcombe St,29
172.6570124,-43.51750749,12010,N Avon Rd near Petrie St,60|Or
172.3855565,-43.59878376,17909,Tennyson St near Michelangelo Dr,820|85|Y
172.6109798,-43.51298323,38607,Heaton St near Glandovey Rd,100
172.5327217,-43.53178144,32007,Buchanans Rd near Dumfries Dr,130
172.616755,-43.555255,37556,Barrington St near Wychbury St,Or
172.657206,-43.55319306,36964,St Martins Rd near Ensors Rd,Or
172.5644758,-43.51685905,10279,Maidstone Rd,P
172.6458508,-43.51140163,38477,Barbadoes St near Edward Ave,100|44
172.6366942,-43.52390006,14180,Colombo St near Salisbury St,28
172.6261885,-43.57753405,23177,Hackthorne Rd near Stambridge Pl,B
172.5739116,-43.52984364,37072,Waimairi Rd near Bowen St,Or
172.6832741,-43.49587076,18739,Burwood Rd near Carlsen St,O
172.6495562,-43.43239156,32292,Main North Rd near Spencerville Rd,95|B
172.7104764,-43.49750818,20613,Bower Ave near Castletown Pl,80
172.7647275,-43.572936,42740,Nayland St near Menzies St,P
172.6186256,-43.55137207,22847,Coronation St near Simeon St,120
172.6051234,-43.5141743,38624,Glandovey Rd,100
172.615812,-43.55461529,11965,Barrington St near Wychbury St,Or
172.6659628,-43.32785135,26170,Woodend (Main North Rd),95
172.7171328,-43.51104697,15678,Pages Rd,Y
172.6562929,-43.52002291,12412,Stanmore Rd near London St,60|Or
172.5776239,-43.50431308,13208,Guildford St near Wadhurst Pl,120
172.6969315,-43.57300041,42148,Port Hills Rd near Castleview Ln,28
172.6513718,-43.52513906,36046,Fitzgerald Ave near Harvey Tce,O
172.6435745,-43.57055727,11795,Centaurus Rd near Bowenvale Ave,Or
172.7112594,-43.48219323,20737,Queenspark Dr near Bower Ave,80
172.638051,-43.53446,53090,Bus Interchange (Platform D),17|28|44|87|95|B|O
172.6237083,-43.46812078,29992,Redwood,125
172.5580522,-43.56698829,38145,Dunbars Rd near Westlake Dr,100
172.620631,-43.51076078,39706,Merivale Mall,100|95|B
172.6203586,-43.47849917,29819,Daniels Rd near Hannah Pl,125
172.7490987,-43.55369432,26297,Rocking Horse Rd near Torea Ln,60
172.6136727,-43.57427344,33437,Cashmere Rd near Mavin Rd,45
172.563433,-43.57972714,33831,Oakridge St near Nicholls Rd,125|O
172.5870937,-43.55807906,40415,Halswell Rd near Rowley Ave,O
172.7441718,-43.54282361,26330,Rocking Horse Rd near Heron St,60
172.631005,-43.531973,52915,Hereford St near Montreal St,17
172.542515,-43.52216741,24275,Cutts Rd near Delaware Cres,140
172.661827,-43.49866486,12477,Marshland Rd near Pagoda St,135|60
172.6146245,-43.51821905,43537,Rossall St near Highgate Ave,17
172.6262465,-43.5547035,53536,Milton St near Meadowville St,45|60
172.6907611,-43.49373795,39214,Bassett St near Vivian St,60
172.6570101,-43.56219961,23430,Wilsons Rd,17
172.6504245,-43.49515817,24724,Briggs Rd near Innes Rd,44
172.566776,-43.562488,51086,Aidenfield (near McMahon Dr),60
172.7319273,-43.51334849,26056,Oram Ave near Rodney St,60
172.6543204,-43.57044472,32919,Huntsbury,17
172.6080036,-43.54467117,11247,Whiteleigh Ave near Barrington St,120|Or
172.6277732,-43.55368722,33191,Milton St near Selwyn St,45
172.6624784,-43.50326966,18610,Marshland Rd near Hammersley Ave,135|60
172.6138595,-43.52402884,43172,Harper Ave near Deans Ave,29
172.5918307,-43.5023662,40824,Wairakei Rd near Jennifer St,17
172.5716737,-43.5205432,13458,Dovedale Ave near Lynfield Ave,130
172.6339277,-43.50402103,29389,Cranford St near Malvern St,28
172.5832226,-43.53099159,37692,Riccarton Rd near Balgay St,130|86|87|Or|P|Y
172.7110636,-43.4947162,20759,Bower Ave,80
172.636501,-43.513906,19266,Edgeware Village,28
172.684679,-43.54055684,15609,Linwood Ave near Keighleys Rd,140
172.6566858,-43.52988937,26672,Gloucester St near Stanmore Rd,Y
172.5176962,-43.53704261,14122,Gilberthorpes Rd near Prichard Cres,130
172.67542,-43.53352,52873,Cranley St,140|155
172.6764198,-43.49453392,13778,Lake Terrace Rd near Lakewood Dr,60
172.6092196,-43.55565193,22059,Cobham St near Clent Ln,120
172.5883271,-43.51744529,17457,Fendalton,29
172.552927,-43.55427,51489,The Runway near Kittyhawk Ave,100
172.6986206,-43.55673756,15771,Ferry Rd near Waterman Pl,140|155|P
172.6114884,-43.55060504,37541,Barrington St near Neville St,Or
172.6785541,-43.54707294,32105,Ferry Rd near Radley St,P
172.6367739,-43.54709166,23972,Sydenham Shops,28|45|B
172.6411921,-43.54758088,32552,Brougham St near Albemarle St,28
172.6358736,-43.4400435,15199,Main North Rd,95|B
172.5289722,-43.53063012,14244,Buchanans Rd near Vanguard Dr,130
172.7106401,-43.49755388,20763,Bower Ave near Castletown Pl,80
172.6170324,-43.47724861,15319,Main North Rd,95|B
172.7103069,-43.49980954,20771,Bower Ave near Thurso Pl,80
172.6081609,-43.52085842,17435,Fendalton Rd near Wairarapa Tce,29
172.6574266,-43.52975968,43851,Gloucester St near Stanmore Rd,Y
172.6155617,-43.50549716,12871,Papanui Rd near Mays Rd,95|B
172.5960865,-43.30254646,26877,Rangiora (Ashley St),B
172.6119928,-43.57096861,11397,Hoon Hay Rd near Blakiston St,45|Or
172.4922205,-43.54632608,53930,Waterloo Rd near Islington Ave,Y
172.4248806,-43.57265358,54565,Jones Rd near Alston Rd,Y
172.644984,-43.53208,51600,Hereford St near Barbadoes St,60
172.7657337,-43.57526965,42701,Head St near Wiggins St,P
172.5652259,-43.5029702,17643,Memorial Ave near Burnside Park,29
172.5691271,-43.48092321,19221,Harewood Rd near Wooldridge Rd,125
172.7051113,-43.48150112,20785,Queenspark Dr near Chadbury St,80
172.636083,-43.439274,12355,Belfast,95|B
172.7375234,-43.53421254,26353,Estuary Rd near Halsey St,60
172.7076358,-43.48233584,20802,Queenspark Dr near Donnington St,80
172.388833,-43.616435,54050,Faringdon (Lansdowne Wy),85
172.6554654,-43.3864539,15792,Williams St near Fuller St,95
172.7270568,-43.50842551,18972,New Brighton (Beresford St),Y
172.5893435,-43.46360936,41104,Gardiners Rd near Smacks Cl,107
172.6950947,-43.47417024,20511,Queenspark Dr near Chadlington St,O
172.5277385,-43.54312446,38987,Main South Rd near Tower St,87|Y
172.5714378,-43.51682317,10527,Maidstone Rd,P
172.6164018,-43.48514319,29294,Main North Rd near Queen Elizabeth II Dr,107|125|95|B
172.5282673,-43.53773803,24851,Carmen Rd near Waterloo Rd,125|140
172.7110135,-43.48230793,20818,Queenspark Dr near Bower Ave,80
172.6214003,-43.5495696,33664,Coronation St near Selwyn St,120
172.5846793,-43.51496097,17689,Memorial Ave near Chilcombe St,29
172.6085491,-43.48423199,19664,Northcote Rd near Uxbridge St,107
172.575319,-43.49412067,16370,Wairakei Rd near Charlcott St,17
172.628693,-43.521588,52894,Bealey Avenue,29|95|B
172.7116072,-43.48897515,20887,Bower Ave near Pinewood Ave,135|80
172.6267232,-43.4540973,32339,Main North Rd near Lagan St,95|B
172.6242348,-43.57683653,23290,Hackthorne Rd near Lowick Ave,B
172.7010293,-43.51779805,15479,Pages Rd near Breezes Rd,Y
172.6645549,-43.3564523,13352,Main North Rd near the lakes,95
172.7147197,-43.49638501,39562,Rookwood Ave near Marriotts Rd,60
172.6416026,-43.51348247,38431,Edgeware Rd near Bishop St,100
172.5562088,-43.51099863,10331,Avonhead Mall,125|P
172.6301136,-43.54010098,33266,Moorhouse Ave near Montreal St,140
172.6547641,-43.49670334,24795,Emmett St near Skipton St,44
172.7096554,-43.50304257,20962,Bower Ave near New Brighton Rd,80
172.6330361,-43.52631714,14497,Victoria St near Durham St N,29|95|B
172.6528166,-43.41889853,15904,Kainga,95|B
172.713465,-43.557788,36385,St Andrews Hill Rd near The Brae,140
172.5911715,-43.31849228,26640,Bush St near South Blt,B
172.606786,-43.584395,54176,Ravensdale rise near Cumbria Lane,45
172.691692,-43.531727,51750,Ruru Rd near Hay St,155
172.5727481,-43.49145939,16468,Wairakei Rd near Todd Ave,17
172.7334557,-43.52522186,26073,Estuary Rd near Cradock St,60
172.6307223,-43.57698163,23183,Dyers Pass Rd and Hackthorne Rd,B
172.7195788,-43.48083217,21552,North Shore,80
172.5678699,-43.58117455,38081,Halswell Rd near Nicholls Rd,100|125
172.720708,-43.485729,21568,Aston Dr near Beach Rd,80
172.5742336,-43.56595693,47192,Aidanfield Dr near Bibiana St,60
172.6468785,-43.54883713,22823,Waltham Rd near Hastings St E,17
172.604826,-43.57521,33428,Cashmere Rd - Francis Res,45
172.7209085,-43.48591408,21654,Aston Dr near Beach Rd,80
172.7202481,-43.48367178,21677,Aston Dr near Ballance St,80
172.557491,-43.51680641,10308,Maidstone Rd near Colina St,P
172.7193912,-43.48104163,21683,North Shore,80
172.524434,-43.542164,,The Hub Hornby,120|125|130|140|820|P|Y
172.7365152,-43.62337177,50823,Diamond Harbour Jetty,F
172.6184231,-43.57165567,11724,Cashmere Rd near Ferniehurst St,Or
172.5492222,-43.53328164,14534,Epsom Rd near Carbine Pl,130
172.6089909,-43.47056704,29315,Regent's Park Dr near Aylsham Ln,28
172.5738868,-43.4930011,16596,Wairakei Rd near Breens Rd,17
172.6493434,-43.43314472,15201,Main North Rd near Spencerville Rd,95|B
172.6527757,-43.56716018,32886,Huntsbury Ave,17
172.7007156,-43.60570282,40998,Park Tce,28
172.6998334,-43.57368265,42195,Port Hills Rd near Ardtrea Ln,28
172.7073341,-43.47562643,20414,Queenspark,O
172.7199325,-43.48314835,21886,Aston Dr near Orlando Cres,80
172.7589719,-43.56907788,42554,Wakefield Ave near Nayland St,P
172.6624694,-43.50501785,13306,Marshland Rd near Alma Pl,135|60
172.5611168,-43.53550465,38918,Main South Rd near Craven St,100|130|87|Y
172.4771101,-43.6411524,24397,Gerald St near Murray Pl,80|820
172.6245051,-43.57688643,23120,Hackthorne Rd near Lowick Ave,B
172.6456425,-43.38666259,44578,Kaiapoi High School,95|B
172.657286,-43.55284361,11996,St Martins Rd near Ensors Rd,Or
172.550025,-43.555719,51470,The Runway near Dalwood Dve,100
172.5404411,-43.54863972,24528,Springs Rd near Sioux Ave,80
172.6240749,-43.57144438,23288,Hackthorne Rd near Cashmere Rd,B
172.6644078,-43.35416869,42287,Main North Rd near Lees Rd,95
172.686548,-43.481238,50984,Mairehau Rd ( Spinal Unit),135|O
172.553706,-43.552059,53907,Corsair Dr near Keene St,100
172.6206091,-43.55661259,22141,Barrington Mall (Athelstan St),45|60
172.5377444,-43.54989417,24537,Springs Rd near Dufek Cres,80
172.6590897,-43.50798885,39515,Shirley Rd near Quinns Rd,100|44|O|Or
172.6206694,-43.56999648,23165,Princess Margaret Hospital,B|Or
172.5425271,-43.5224581,24516,Cutts Rd near Yaldhurst Rd,140
172.327879,-43.747932,53832,Doyleston,87
172.5565481,-43.51992473,13029,Staveley St near Colina St,130
172.542273,-43.546834,24559,Springs Rd near Garvins Rd,80
172.6028463,-43.53560759,11460,Clarence St near Lyndon St,120|Or
172.5610352,-43.50034335,17604,Memorial Ave near Roydvale Ave,29
172.5517875,-43.53640621,24027,Middlepark Rd near Epsom Rd,130
172.5445988,-43.54449818,24563,Springs Rd near Henry Wigram Pl,100|80
172.5613573,-43.57973822,33808,Wales St near Shamrock Pl,125|O
172.5379489,-43.54964652,24690,Springs Rd near Dufek Cres,80
172.6097353,-43.51370518,16078,Rossall St near Glandovey Rd,17
172.553219,-43.577579,53589,Murphys Rd near Halswell Junction Rd,O
172.6222038,-43.54966351,29565,Selwyn St near Bolton Ave,60
172.7230357,-43.55766508,32715,Mccormacks Bay Rd near Soleares Ave,140
172.6073422,-43.5106396,16605,Strowan Rd near Normans Rd,17
172.5358159,-43.55090179,24707,Springs Rd near Brynley St,80
172.6001205,-43.55061818,12939,Lincoln Rd near Torrens Rd,O
172.5395369,-43.54900121,24711,Springs Rd near Sioux Ave,80
172.7179029,-43.49006065,21575,Effingham St near Monowai Cres,135
172.6457945,-43.52034289,24015,Barbadoes St near Bealey Ave,44
172.6665387,-43.33414033,15065,Main North Rd near Woodend Beach Rd,95
172.5431921,-43.54325979,38973,Main South Rd near Springs Rd,87|Y
172.5419133,-43.54694696,24879,Springs Rd near Caudron Rd,80
172.6830665,-43.48818987,12121,Burwood Rd near Newhaven St,O
172.6558601,-43.50782913,24345,Emmett St near Shirley Rd,44
172.5071603,-43.51234,53781,Yaldhurst,86
172.5381087,-43.554175,38150,Awatea Rd near Awatea Gdns,125
172.7170946,-43.48660785,21665,Effingham St near Beach Rd,135
172.5087484,-43.61396571,25026,Birchs Rd near Robinsons Rd,80
172.5546912,-43.52674489,24603,Yaldhurst Rd near Nortons Rd,140|86
172.65407,-43.56441305,32677,Ramahana Rd near Aotea Tce,17
172.5438659,-43.55748844,39035,Awatea Rd near Owaka Rd,125
172.6402955,-43.49938792,24101,Kensington Ave near Innes Rd,44
172.6238398,-43.54778185,29554,Brougham St near Kipling St,120
172.5441068,-43.55773655,39042,Awatea Rd near Owaka Rd,125
172.628753,-43.521976,52904,Victoria St near Dorset St,29|95|B
172.5935576,-43.55449593,12994,Halswell Rd near Coppell Pl,O
172.571478,-43.51354,13628,Waimairi Rd near Wentworth St,Or
172.4808864,-43.64070197,25455,Gerald St near West Belt,80|820
172.73436,-43.52734897,26060,Estuary Rd near Beatty St,60
172.298763,-43.762028,53809,Leeston Rd near Ellesmere Junction Rd,87
172.3919339,-43.59681304,17950,Masefield Dr near Durrell Wy,Y
172.6610833,-43.38056123,44274,Williams St near Cass St,95
172.6254406,-43.51174423,38551,St Albans St near Donald Pl,100
172.6186083,-43.55122492,33629,Coronation St near Simeon St,120
172.4877681,-43.63798364,25493,James St near North Blt,80
172.6599593,-43.51558393,18300,North Pde near Randall St,60|Or
172.5441611,-43.54472556,25768,Springs Rd near Henry Wigram Pl,100|80
172.6137379,-43.48433311,40709,Northcote Rd near Fenchurch St,107
172.6546324,-43.55907605,23411,Wilsons Rd near Beckford Rd,17
172.6111654,-43.54386705,44108,Addington Village,120|O
172.5686051,-43.58458791,38075,Halswell Junction Rd near Sabys Rd,125
172.6112371,-43.55435826,33601,Cobham St near Evesham Cres,120
172.6948444,-43.55572789,15553,Ferry Rd near Charlesworth St,140|155|P
172.7023248,-43.55735455,15511,Ferrymead Shops,140|155|P
172.5909515,-43.4936309,36610,Greers Rd near Ruddenklau Ln,Or
172.6028539,-43.52726771,10396,Kilmarnock St near Kahu Rd,130
172.6251613,-43.55246943,29107,Selwyn St near Cheviot St,60
172.7451875,-43.54560503,44131,Rocking Horse Rd near Penguin St,60
172.385173,-43.613443,51427,Dynes Rd near Faringdon Blvd,820|85
172.57277,-43.521054,54273,Waimairi Rd near Dovedale Ave,Or
172.648052,-43.565232,11690,Centaurus Rd near Austin Kirk Ln,Or
172.6460441,-43.51883244,24441,Barbadoes St near Purchas St,44
172.369218,-43.600582,52802,Brookside Rd near Stonebrook Dr,Y
172.6141867,-43.5420839,28174,Lincoln Rd near Dickens St,120|O
172.614191,-43.57371153,11912,Hoon Hay Rd near Cashmere Rd,45|Or
172.4733031,-43.55331014,25589,Kirk Rd near Mahoe St,Y
172.5314079,-43.55532068,25775,Springs Rd near Boston Ave,80
172.721068,-43.56402257,32736,Soleares Ave near Toledo Pl,140
172.5761807,-43.4832157,42835,Harewood Rd near Crofton Rd,125
172.5919221,-43.46245493,40922,Hussey Rd near Springvale Gdns,107
172.5462833,-43.48826383,19714,Airport/Antarctic Centre,125|P
172.6239727,-43.5153575,12514,Papanui Rd near Webb St,95|B
172.6615368,-43.50811243,43908,The Palms (Shirley Rd),100|135|44|O|Or
172.7258211,-43.49281327,12178,Marine Pde near Cygnet St,135
172.6512618,-43.42325867,47298,Main North Rd near Link Rd,95|B
